h2.csv
1,-1,0
2,-1,0
3,0.18,0.0018
4,2.04,0.0204
5,2.04,0.0204
6,2.04,0.0204
7,2.04,0.0204
8,2.04,0.0204
9,2.04,0.0204
10,2.04,0.0204
11,2.04,0.0325
12,2.04,0.0325
13,2.64,0.0468
14,2.64,0.0468
15,2.64,0.0468
16,2.64,0.0468
17,2.64,0.0468
18,2.64,0.0468
19,2.74,0.0742
20,2.74,0.0742
21,2.74,0.0742
22,3.76,0.0844
23,3.76,0.0844
24,3.76,0.0844
25,3.76,0.0844
26,3.76,0.0844
27,3.76,0.0844
28,3.76,0.0844
29,3.76,0.0844
30,3.76,0.0844
31,3.76,0.0844
32,3.76,0.0844
33,3.76,0.0889
34,3.76,0.0889
35,3.76,0.0889
36,3.76,0.0941
37,3.76,0.0941
38,3.76,0.0941
39,3.76,0.0941
40,3.76,0.0941
41,3.76,0.0941
42,3.76,0.0941
43,3.76,0.1034
44,3.76,0.1034
45,3.76,0.1034
46,3.76,0.1134
47,3.76,0.1134
48,3.76,0.1134
49,3.76,0.1134
50,3.76,0.1134
51,3.76,0.1256
52,3.76,0.1256
53,3.76,0.1256
54,3.76,0.1256
55,3.76,0.1264
56,3.76,0.1316
57,3.76,0.1316
58,3.76,0.1316
59,3.76,0.1316
60,3.76,0.1316
61,3.76,0.1316
62,3.76,0.1492
63,3.76,0.1492
64,3.76,0.1492
65,3.76,0.1492
66,3.76,0.1508
67,3.76,0.1508
68,3.76,0.1524
69,3.76,0.1524
70,3.76,0.1524
71,3.76,0.1524
72,3.76,0.1524
73,3.76,0.1524
74,3.76,0.1524
75,3.76,0.1524
76,3.76,0.1524
77,3.76,0.1524
78,3.76,0.1524
79,3.76,0.1524
80,3.76,0.1524
81,3.76,0.1526
82,3.76,0.1529
83,3.76,0.1529
84,3.76,0.1546
85,3.76,0.1554
86,3.76,0.1635
87,3.76,0.1635
88,3.76,0.1635
89,3.76,0.1635
90,3.76,0.1635
91,3.76,0.1635
92,3.76,0.1635
93,3.76,0.1756
94,3.76,0.1803
95,3.8,0.1978
96,4.39,0.2037
97,4.39,0.2037
98,4.39,0.2037
99,4.39,0.2037
100,4.39,0.2037
101,4.39,0.2037
102,4.39,0.2037
103,4.39,0.2037
104,5.44,0.2537
105,5.44,0.2537
106,5.44,0.2537
107,5.44,0.2537
108,5.44,0.2537
109,5.44,0.2537
110,5.44,0.2537
111,5.44,0.2603
