tess1.csv
1,-1,0
2,-1,0
3,0.0,0.0
4,0.02,0.0002
5,0.78,0.0078
6,0.78,0.0078
7,0.78,0.0078
8,0.78,0.0078
9,0.78,0.0078
10,0.78,0.0078
11,0.78,0.0078
12,0.92,0.0135
13,1.36,0.0179
14,1.36,0.0179
15,1.36,0.0179
16,2.66,0.0309
17,2.66,0.0309
18,2.66,0.0309
19,2.66,0.0309
20,2.66,0.0309
21,2.66,0.0309
22,2.79,0.0322
23,2.79,0.0322
24,2.79,0.0322
25,2.79,0.0322
26,2.79,0.0322
27,2.79,0.0322
28,2.79,0.0322
29,2.79,0.0326
30,2.79,0.0329
31,2.79,0.0359
32,2.79,0.0361
33,2.79,0.0402
34,2.79,0.0402
35,2.79,0.0458
36,2.79,0.0458
37,2.79,0.0462
38,2.79,0.0462
39,2.79,0.0477
40,2.79,0.0477
41,2.79,0.0477
42,2.79,0.0477
43,2.79,0.0477
44,2.79,0.0477
45,2.79,0.0491
46,2.79,0.0491
47,2.79,0.0491
48,2.79,0.0491
49,2.79,0.0499
50,2.79,0.0499
51,2.79,0.0499
52,2.79,0.0499
53,2.79,0.0499
54,2.79,0.0614
55,2.79,0.0614
56,2.79,0.0614
57,2.79,0.0614
58,2.79,0.0614
59,2.79,0.0614
60,2.79,0.0614
61,2.79,0.069
62,2.79,0.0888
63,2.79,0.0888
64,2.83,0.0897
65,2.83,0.0897
66,2.83,0.0897
67,2.83,0.0897
68,2.83,0.0897
69,2.83,0.0897
70,2.83,0.0897
71,2.83,0.0897
72,2.83,0.0897
73,2.83,0.0897
74,2.83,0.0897
75,2.83,0.0897
76,2.83,0.0897
77,2.83,0.0905
78,2.83,0.0941
79,2.83,0.0941
80,2.83,0.0941
81,2.83,0.0966
82,2.83,0.0966
83,2.83,0.0966
84,2.83,0.0966
85,2.83,0.0966
86,2.83,0.0966
87,2.83,0.0966
88,2.83,0.0981
89,2.83,0.0981
90,2.83,0.0981
91,2.83,0.0981
92,2.83,0.0981
93,2.83,0.1021
94,2.83,0.1021
95,2.83,0.1021
96,2.83,0.1021
97,2.83,0.1021
98,2.83,0.1021
99,2.83,0.1021
100,2.83,0.1111
101,2.83,0.1111
102,2.83,0.1111
103,2.83,0.1111
104,2.83,0.1111
105,2.83,0.1111
106,2.83,0.1111
107,2.83,0.1111
108,2.83,0.1111
109,2.83,0.1111
110,2.83,0.1111
111,2.83,0.1111
