hg5.csv
1,-1,0
2,-1,0
3,-1,0
4,0.3,0.003
5,0.31,0.0031
6,0.44,0.0044
7,0.44,0.0044
8,0.44,0.0044
9,0.81,0.0081
10,0.81,0.0081
11,0.81,0.0081
12,0.81,0.0081
13,0.81,0.0081
14,0.86,0.0128
15,0.86,0.0128
16,1.16,0.0158
17,1.16,0.0158
18,1.16,0.0158
19,1.16,0.0158
20,1.16,0.0158
21,1.16,0.0158
22,1.16,0.0158
23,1.16,0.0158
24,1.16,0.0158
25,1.16,0.0158
26,1.16,0.0158
27,1.16,0.0158
28,1.16,0.0158
29,1.16,0.0158
30,1.16,0.0162
31,1.16,0.019
32,1.31,0.0289
33,1.31,0.0289
34,1.31,0.0289
35,1.31,0.0289
36,1.31,0.0289
37,1.31,0.0289
38,1.31,0.0289
39,1.89,0.0478
40,1.89,0.0478
41,2.07,0.0496
42,2.07,0.0496
43,2.07,0.0496
44,3.68,0.0657
45,3.68,0.0657
46,3.68,0.0657
47,3.68,0.0657
48,3.68,0.0657
49,3.68,0.0657
50,3.68,0.0657
51,3.68,0.0803
52,3.68,0.0803
53,3.68,0.0803
54,4.19,0.1076
55,4.19,0.1076
56,4.59,0.1116
57,4.59,0.1116
58,4.59,0.1116
59,4.59,0.1116
60,4.65,0.1122
61,4.65,0.1122
62,4.65,0.1122
63,4.65,0.1122
64,4.65,0.1122
65,4.65,0.1174
66,4.65,0.1235
67,4.65,0.1235
68,4.65,0.1235
69,4.65,0.1235
70,4.65,0.1235
71,4.65,0.1237
72,4.65,0.1237
73,4.65,0.1237
74,4.65,0.1237
75,4.65,0.1237
76,4.65,0.1287
77,4.65,0.1287
78,4.65,0.1287
79,4.65,0.1305
80,4.65,0.1305
81,4.65,0.1305
82,4.65,0.1305
83,4.65,0.1305
84,4.65,0.1464
85,4.65,0.1464
86,4.65,0.1464
87,4.65,0.1464
88,4.65,0.1464
89,4.65,0.1474
90,4.65,0.1474
91,4.65,0.1474
92,4.65,0.1474
93,4.65,0.1474
94,4.65,0.1521
95,4.65,0.1521
96,4.65,0.1521
97,4.65,0.1521
98,4.65,0.1527
99,4.65,0.1527
100,4.65,0.1527
101,4.65,0.1527
102,4.65,0.1527
103,4.65,0.1527
104,4.65,0.1527
105,4.65,0.1527
106,4.65,0.1527
107,4.65,0.1527
108,4.65,0.1527
109,4.65,0.1622
110,4.65,0.1624
111,4.65,0.1688
